Trd, 000001.942, 238
Trd, 000002.054, 184
Trd, 000002.858, 169
Trd, 000005.138, 171
Trd, 000005.429, 165
Trd, 000006.108, 211
Trd, 000007.887, 234
Trd, 000007.946, 228
Trd, 000008.329, 227
Trd, 000008.337, 217
Trd, 000008.721, 221
Trd, 000009.929, 225
Trd, 000010.642, 224
Trd, 000010.721, 223
Trd, 000010.758, 219
Trd, 000011.196, 216
Trd, 000012.408, 219
Trd, 000013.450, 228
Trd, 000013.546, 214
Trd, 000015.792, 230
Trd, 000016.062, 223
Trd, 000016.537, 232
Trd, 000016.696, 226
Trd, 000016.812, 216
Trd, 000017.637, 232
Trd, 000018.033, 223
Trd, 000018.300, 212
Trd, 000018.912, 211
Trd, 000018.917, 212
Trd, 000019.071, 210
Trd, 000019.092, 209
Trd, 000019.129, 211
Trd, 000019.212, 207
Trd, 000019.383, 205
Trd, 000019.696, 204
Trd, 000019.771, 204
Trd, 000019.929, 205
Trd, 000020.000, 206
Trd, 000020.025, 207
Trd, 000020.133, 207
Trd, 000020.308, 204
Trd, 000020.346, 203
Trd, 000020.596, 202
Trd, 000021.033, 200
Trd, 000022.096, 189
Trd, 000022.337, 189
Trd, 000022.492, 173
Trd, 000023.042, 188
Trd, 000023.133, 190
Trd, 000023.212, 178
Trd, 000023.437, 173
Trd, 000023.504, 191
Trd, 000024.208, 195
Trd, 000024.325, 202
Trd, 000024.675, 206
Trd, 000025.221, 198
Trd, 000025.475, 172
Trd, 000025.767, 205
Trd, 000025.967, 202
Trd, 000026.025, 208
Trd, 000026.267, 122
Trd, 000026.825, 141
Trd, 000026.842, 108
Trd, 000027.079, 75
Trd, 000027.942, 168
Trd, 000028.408, 74
Trd, 000028.562, 63
Trd, 000028.646, 59
Trd, 000028.696, 58
Trd, 000029.175, 214
Trd, 000030.937, 226
Trd, 000031.133, 227
Trd, 000031.800, 225
Trd, 000032.733, 224
Trd, 000032.987, 224
Trd, 000032.996, 223
Trd, 000033.012, 204
Trd, 000034.379, 210
Trd, 000034.958, 211
Trd, 000035.225, 212
Trd, 000036.263, 211
Trd, 000036.417, 210
Trd, 000037.000, 209
Trd, 000037.225, 206
Trd, 000037.421, 206
Trd, 000037.929, 207
Trd, 000038.025, 204
Trd, 000039.196, 205
Trd, 000039.208, 207
Trd, 000039.513, 203
Trd, 000039.700, 206
Trd, 000040.563, 208
Trd, 000040.821, 232
Trd, 000041.067, 213
Trd, 000042.358, 221
Trd, 000042.479, 219
Trd, 000042.792, 216
Trd, 000043.429, 205
Trd, 000043.888, 205
Trd, 000044.579, 209
Trd, 000044.717, 214
Trd, 000044.788, 208
Trd, 000045.404, 207
Trd, 000045.438, 208
Trd, 000045.588, 209
Trd, 000046.129, 208
Trd, 000046.829, 208
Trd, 000046.871, 209
Trd, 000046.913, 208
Trd, 000047.142, 206
Trd, 000047.871, 206
Trd, 000048.208, 204
Trd, 000048.363, 206
Trd, 000048.808, 206
Trd, 000048.933, 204
Trd, 000049.738, 203
Trd, 000049.967, 204
Trd, 000050.142, 207
Trd, 000050.763, 212
Trd, 000050.858, 208
Trd, 000050.933, 207
Trd, 000051.829, 207
Trd, 000052.738, 210
Trd, 000052.825, 208
Trd, 000053.104, 209
Trd, 000053.321, 207
Trd, 000053.604, 205
Trd, 000053.871, 204
Trd, 000054.633, 206
Trd, 000055.458, 210
Trd, 000055.788, 199
Trd, 000056.046, 206
Trd, 000056.500, 190
Trd, 000056.729, 203
Trd, 000057.054, 200
Trd, 000057.671, 203
Trd, 000057.688, 201
Trd, 000057.696, 204
Trd, 000057.788, 199
Trd, 000058.263, 125
Trd, 000058.771, 151
Trd, 000060.133, 153
Trd, 000060.204, 162
Trd, 000060.213, 164
Trd, 000060.221, 182
Trd, 000060.263, 191
Trd, 000060.288, 204
Trd, 000060.296, 349
Trd, 000060.317, 385
Trd, 000060.363, 418
Trd, 000060.367, 490
Trd, 000060.429, 554
Trd, 000060.454, 736
Trd, 000060.483, 1000
Trd, 000060.833, 1000
Trd, 000060.875, 1000
Trd, 000061.471, 1000
Trd, 000061.521, 1000
Trd, 000061.608, 1000
Trd, 000062.567, 1000
Trd, 000062.800, 1000
Trd, 000063.479, 1000
Trd, 000063.525, 1000
Trd, 000065.242, 1000
Trd, 000065.446, 1000
Trd, 000066.342, 1000
Trd, 000067.413, 1000
Trd, 000067.425, 1000
Trd, 000067.554, 1000
Trd, 000067.617, 1000
Trd, 000067.996, 1000
Trd, 000068.300, 1000
Trd, 000068.567, 1000
Trd, 000068.758, 1000
Trd, 000070.983, 1000
Trd, 000071.038, 1000
Trd, 000071.150, 1000
Trd, 000071.296, 1000
Trd, 000071.633, 1000
Trd, 000072.704, 1000
Trd, 000072.892, 736
Trd, 000073.175, 736
Trd, 000073.971, 245
Trd, 000074.267, 243
Trd, 000075.813, 242
Trd, 000077.850, 242
Trd, 000078.167, 234
Trd, 000078.813, 234
Trd, 000079.208, 233
Trd, 000079.388, 233
Trd, 000079.742, 233
Trd, 000080.071, 234
Trd, 000080.513, 232
Trd, 000080.571, 231
Trd, 000081.071, 231
Trd, 000081.258, 232
Trd, 000081.538, 231
Trd, 000081.692, 230
Trd, 000081.808, 230
Trd, 000081.921, 231
Trd, 000082.021, 229
Trd, 000082.079, 233
Trd, 000082.550, 228
Trd, 000082.675, 228
Trd, 000083.913, 229
Trd, 000084.129, 227
Trd, 000084.325, 227
Trd, 000084.846, 226
Trd, 000085.213, 233
Trd, 000085.617, 230
Trd, 000085.700, 228
Trd, 000085.717, 230
Trd, 000086.842, 226
Trd, 000087.363, 226
Trd, 000087.704, 225
Trd, 000087.963, 225
Trd, 000088.079, 227
Trd, 000089.263, 224
Trd, 000089.754, 224
Trd, 000090.058, 223
Trd, 000090.508, 223
Trd, 000090.525, 225
Trd, 000090.683, 223
Trd, 000091.458, 222
Trd, 000091.654, 224
Trd, 000091.737, 222
Trd, 000091.933, 224
Trd, 000092.087, 221
Trd, 000092.496, 221
Trd, 000093.625, 221
Trd, 000094.033, 221
Trd, 000094.158, 222
Trd, 000094.321, 219
Trd, 000094.354, 220
Trd, 000094.400, 219
Trd, 000094.871, 221
Trd, 000096.054, 218
Trd, 000096.412, 217
Trd, 000096.637, 217
Trd, 000096.742, 216
Trd, 000096.754, 216
Trd, 000096.975, 219
Trd, 000097.571, 217
Trd, 000097.708, 216
Trd, 000097.779, 219
Trd, 000099.100, 219
Trd, 000099.312, 218
Trd, 000100.304, 217
Trd, 000100.754, 217
Trd, 000101.396, 216
Trd, 000101.429, 215
Trd, 000101.437, 216
Trd, 000101.592, 218
Trd, 000101.942, 227
Trd, 000102.542, 240
Trd, 000102.737, 225
Trd, 000104.450, 242
Trd, 000104.912, 237
Trd, 000105.487, 242
Trd, 000105.646, 234
Trd, 000106.000, 228
Trd, 000106.433, 225
Trd, 000106.821, 220
Trd, 000107.587, 220
Trd, 000108.504, 227
Trd, 000108.683, 219
Trd, 000108.804, 227
Trd, 000109.037, 227
Trd, 000109.687, 222
Trd, 000110.075, 223
Trd, 000110.362, 222
Trd, 000110.454, 223
Trd, 000110.592, 223
Trd, 000110.654, 224
Trd, 000110.721, 222
Trd, 000110.875, 222
Trd, 000110.979, 222
Trd, 000111.012, 221
Trd, 000111.337, 218
Trd, 000111.633, 217
Trd, 000112.021, 218
Trd, 000112.067, 216
Trd, 000112.792, 216
Trd, 000112.821, 217
Trd, 000113.125, 215
Trd, 000113.287, 215
Trd, 000113.371, 215
Trd, 000114.287, 214
Trd, 000114.304, 215
Trd, 000114.712, 218
Trd, 000115.392, 215
Trd, 000116.254, 217
Trd, 000116.342, 216
Trd, 000116.404, 213
Trd, 000116.467, 212
Trd, 000116.842, 219
Trd, 000117.079, 220
Trd, 000117.108, 220
Trd, 000117.204, 227
Trd, 000118.133, 227
Trd, 000118.442, 213
Trd, 000118.771, 212
Trd, 000119.808, 221
Trd, 000120.825, 229
Trd, 000120.983, 230
Trd, 000121.262, 219
Trd, 000121.721, 219
Trd, 000121.762, 219
Trd, 000122.108, 229
Trd, 000122.183, 225
Trd, 000122.629, 228
Trd, 000123.254, 227
Trd, 000123.271, 228
Trd, 000123.458, 222
Trd, 000123.558, 221
Trd, 000123.737, 226
Trd, 000124.067, 219
Trd, 000125.033, 207
Trd, 000125.175, 211
Trd, 000125.604, 207
Trd, 000125.758, 207
Trd, 000126.262, 206
Trd, 000126.487, 201
Trd, 000126.583, 208
Trd, 000126.671, 221
Trd, 000128.087, 212
Trd, 000129.146, 216
Trd, 000129.383, 214
Trd, 000129.762, 213
Trd, 000130.062, 214
Trd, 000130.400, 214
Trd, 000130.600, 215
Trd, 000131.171, 219
Trd, 000131.704, 217
Trd, 000131.946, 217
Trd, 000131.979, 216
Trd, 000132.992, 225
Trd, 000133.954, 216
Trd, 000134.725, 221
Trd, 000135.208, 220
Trd, 000136.004, 219
Trd, 000136.146, 218
Trd, 000136.708, 220
